Country,Type,Year,AQI
"Kansas City, USA",City,2018,8.0
"Saint Joseph, USA",City,2018,9.0
"Middletown, USA",City,2018,8.42
"Fayetteville, USA",City,2018,7.3
"Mount Olive, USA",City,2018,9.700000000000001
"Hermiston, USA",City,2018,7.65
"Uniontown, USA",City,2018,8.033333333333333
"North Kingstown, USA",City,2018,8.4
"Kamas, USA",City,2018,6.2
"Yelm, USA",City,2018,9.799999999999999
"Baraboo, USA",City,2018,6.9
"Horicon, USA",City,2018,7.7
"Pleasant Prairie, USA",City,2018,7.4
"Klagenfurt am Woerthersee, Austria",City,2018,8.666666666666666
"Zell am See, Austria",City,2018,8.55
"Trois-Rivieres, Canada",City,2018,8.3
"Weserbergland, Germany",City,2018,8.833333333333334
"Bautzen, Germany",City,2018,8.7
"Nagakute, Japan",City,2018,11.3
"Togo, Japan",City,2018,11.3
"Toyokawa, Japan",City,2018,12.9
"Aomori, Japan",City,2018,10.2
"Futtsu, Japan",City,2018,10.1
"Kimitsu, Japan",City,2018,10.0
"Uwajima, Japan",City,2018,9.9
"Naraha, Japan",City,2018,10.7
"Tomioka, Japan",City,2018,10.2
"Kitahiroshima, Japan",City,2018,10.6
"Atsugi, Japan",City,2018,8.9
"Ebina, Japan",City,2018,7.5
"Ekimaecho, Japan",City,2018,8.3
"Minamiyamashiro, Japan",City,2018,10.4
"Sasagajin, Japan",City,2018,8.3
"Bungoono, Japan",City,2018,10.0
"Tsukumi, Japan",City,2018,10.1
"Usuki, Japan",City,2018,10.5
"Kunigami, Japan",City,2018,10.8
"Otsu, Japan",City,2018,10.1
"Shimoda, Japan",City,2018,11.2
"Hino, Japan",City,2018,12.5
"Tsuruoka, Japan",City,2018,9.2
"Yamagata, Japan",City,2018,9.6
"Chupaca, Peru",City,2018,12.5
"Poprad, Slovakia",City,2018,9.666666666666666
"Worcester, South Africa",City,2018,8.5
"Vitoria-Gasteiz, Spain",City,2018,8.6
"Elda, Spain",City,2018,10.1
"Blackpool, United Kingdom",City,2018,8.3
"Nottingham, United Kingdom",City,2018,11.0
"Buckeye, USA",City,2018,10.600000000000001
"Danville, USA",City,2018,8.833333333333334
"El Verano, USA",City,2018,8.3
"Hayward, USA",City,2018,8.966666666666667
"Indio, USA",City,2018,10.100000000000001
"Murrieta, USA",City,2018,9.1
"Strawberry, USA",City,2018,8.3
"Bridgeport, USA",City,2018,8.0
"Gulf Breeze, USA",City,2018,8.3
"Lake City, USA",City,2018,8.5
"Idaho Falls, USA",City,2018,8.1
"Weymouth, USA",City,2018,8.3
"Barnstead, USA",City,2018,8.3
"Clayton, USA",City,2018,8.675
"Ryder, USA",City,2018,6.4
"Murrysville, USA",City,2018,7.5
"Waynesburg, USA",City,2018,6.4
"Moab, USA",City,2018,6.966666666666668
"Accomac, USA",City,2018,8.3
"Vinton, USA",City,2018,7.1
"Chelan, USA",City,2018,11.6
"Busselton, Australia",City,2018,9.2
"Quinns Rocks, Australia",City,2018,8.2
"Raab, Austria",City,2018,8.666666666666666
"Fort Saskatchewan, Canada",City,2018,11.6
"Chemainus, Canada",City,2018,8.933333333333334
"Flin Flon, Canada",City,2018,8.2
"Ottawa, Canada",City,2018,6.0
"Levis, Canada",City,2018,8.2
"Roberval, Canada",City,2018,8.2
"Jalai Nur, China",City,2018,8.2
"Orne, France",City,2018,7.5
"Villiers-en-Bois, France",City,2018,7.699999999999999
"La Chataigneraie, France",City,2018,8.6
"Coursegoules, France",City,2018,8.2
"Gartringen, Germany",City,2018,8.149999999999999
"Gottingen, Germany",City,2018,12.2
"Battipaglia, Italy",City,2018,8.2
"Allumiere, Italy",City,2018,8.1
"Mezzacca, Italy",City,2018,8.2
"Arcevia, Italy",City,2018,9.433333333333334
"Gamagori, Japan",City,2018,11.5
"Sabae, Japan",City,2018,14.3
"Minamisōma, Japan",City,2018,8.1
"Nishikurauchimachi, Japan",City,2018,8.2
"Kashima, Japan",City,2018,11.15
"Kumano, Japan",City,2018,12.6
"Hiji, Japan",City,2018,11.0
"Hirakata, Japan",City,2018,12.5
"Moriguchi, Japan",City,2018,10.1
"Fussa, Japan",City,2018,11.2
"Higashiyamato, Japan",City,2018,11.0
"Kodaira, Japan",City,2018,12.0
"Kunitachi, Japan",City,2018,13.2
"Mizuhashi Iseya, Japan",City,2018,8.2
"Murayama, Japan",City,2018,8.6
"Mine, Japan",City,2018,11.5
"Esch-sur-Alzette, Luxembourg",City,2018,11.3
"Awatoto, New Zealand",City,2018,8.2
"Lisbon, Portugal",City,2018,11.7
"Arucas, Spain",City,2018,7.8
"Candelaria, Spain",City,2018,8.633333333333335
"Los Realejos, Spain",City,2018,8.2
"Watford, United Kingdom",City,2018,9.2
"Guadalupe, USA",City,2018,7.8
"Albany, USA",City,2018,7.955555555555555
"Blackhawk, USA",City,2018,8.2
"Creston, USA",City,2018,9.466666666666667
"Daly City, USA",City,2018,8.2
"Livermore, USA",City,2018,11.4
"Monte Rio, USA",City,2018,9.266666666666667
"Moraga, USA",City,2018,8.966666666666667
"San Francisco, USA",City,2018,12.6
"Melbourne, USA",City,2018,7.2
"Venice, USA",City,2018,8.3
"Falmouth, USA",City,2018,8.2
"Portland, USA",City,2018,7.0
"Princess Anne, USA",City,2018,8.2
"Cleveland, USA",City,2018,8.9
"Rahway, USA",City,2018,7.5
"Monticello, USA",City,2018,8.2
"Greensboro, USA",City,2018,7.6
"Morrisville, USA",City,2018,8.1
"Rockwell, USA",City,2018,8.2
"Trenton, USA",City,2018,8.057142857142855
"Kenmare, USA",City,2018,4.8
"Mounds, USA",City,2018,8.2
"Dyersburg, USA",City,2018,7.4
"Jackson, USA",City,2018,9.427272727272726
"Eden, USA",City,2018,5.8999999999999995
"Heber City, USA",City,2018,6.366666666666667
"Midway, USA",City,2018,8.25
"Darrington, USA",City,2018,7.1
"Cold Lake, Canada",City,2018,5.8
"High Level, Canada",City,2018,8.1
"Bainsville, Canada",City,2018,8.066666666666668
"Parc Cambron, Canada",City,2018,8.1
"Biberach, Germany",City,2018,8.5
"Moerfelden-Walldorf, Germany",City,2018,8.1
"Luchow, Germany",City,2018,11.6
"Zwickau, Germany",City,2018,8.6
"Halberstadt, Germany",City,2018,12.9
"Akita, Japan",City,2018,11.5
"Kawanishi, Japan",City,2018,10.2
"Ishioka, Japan",City,2018,10.2
"Kawaramachi, Japan",City,2018,8.1
"Hadano, Japan",City,2018,8.6
"Yamato, Japan",City,2018,12.0
"Fukuchiyama, Japan",City,2018,10.4
"Kawagoe, Japan",City,2018,11.1
"Marumori, Japan",City,2018,7.9
"Matsushiromachi Oshimada, Japan",City,2018,8.1
"Shibata, Japan",City,2018,9.4
"Kawagoe, Japan",City,2018,10.5
"Unnan, Japan",City,2018,8.733333333333334
"Numazu, Japan",City,2018,9.6
"Machida, Japan",City,2018,11.2
"Tachikawa, Japan",City,2018,12.1
"Putatan, Malaysia",City,2018,9.333333333333334
"Almada, Portugal",City,2018,13.5
"Sa Pobla, Spain",City,2018,8.1
"La Tour-de-Peilz, Switzerland",City,2018,11.0
"Huntingdon, United Kingdom",City,2018,7.766666666666666
"Sunbury-on-Thames, United Kingdom",City,2018,8.366666666666667
"Wrexham, United Kingdom",City,2018,7.933333333333333
"Fayetteville, USA",City,2018,7.583333333333333
"Aromas, USA",City,2018,8.1
"Bear Valley Ekurhuleni, USA",City,2018,8.1
"Campbell, USA",City,2018,8.566666666666668
"Clayton, USA",City,2018,8.675
"East Richmond Heights, USA",City,2018,8.1
"Elkhorn, USA",City,2018,8.1
"Kelseyville, USA",City,2018,9.0
"Paso Robles, USA",City,2018,9.1
"Petaluma, USA",City,2018,8.333333333333334
"Richmond, USA",City,2018,9.25
"Rio Del Mar, USA",City,2018,8.1
"San Juan Bautista, USA",City,2018,8.1
"Seaside, USA",City,2018,8.1
"South San Francisco, USA",City,2018,9.3
"Ukiah, USA",City,2018,10.4
"Canon City, USA",City,2018,8.1
"Clifton, USA",City,2018,6.866666666666667
"Leadville, USA",City,2018,7.5
"South Coventry, USA",City,2018,8.1
"Pocatello, USA",City,2018,6.6
"Hallowell, USA",City,2018,8.1
"Elkton, USA",City,2018,8.4
"Attleboro, USA",City,2018,8.1
"Haverhill, USA",City,2018,6.0
"Holden, USA",City,2018,8.1
"Great Falls, USA",City,2018,7.4
"Slate Hill, USA",City,2018,8.133333333333333
"Clyde, USA",City,2018,5.85
"Clackamas, USA",City,2018,8.1
"Lowell, USA",City,2018,10.016666666666666
"Galveston, USA",City,2018,8.8
"Vernal, USA",City,2018,7.3
"Windsor, USA",City,2018,8.475
"Wagga Wagga, Australia",City,2018,8.4
"Balzac, Canada",City,2018,6.433333333333334
"Drayton Valley, Canada",City,2018,7.033333333333334
"Brantford, Canada",City,2018,7.8
"Guelph, Canada",City,2018,8.1
"Nimes, France",City,2018,8.05
"Manosque, France",City,2018,8.166666666666666
"Villingen-Schwenningen, Germany",City,2018,7.85
"Bad Arolsen, Germany",City,2018,11.4
"Sanandaj, Iran",City,2018,12.5
"Albenga, Italy",City,2018,8.0
"Goshogawara, Japan",City,2018,10.5
"Hachinohe, Japan",City,2018,10.5
"Tomisato, Japan",City,2018,8.0
"Nishiwaki, Japan",City,2018,11.5
"Morioka, Japan",City,2018,10.3
"Hiratsuka, Japan",City,2018,11.7
"Sagamihara, Japan",City,2018,10.3
"Tsuruga, Japan",City,2018,10.040000000000001
"Kuwana, Japan",City,2018,10.6
"Nagisa, Japan",City,2018,8.0
"Itoigawa, Japan",City,2018,8.266666666666667
"Fujiidera, Japan",City,2018,11.1
"Kokacho Oharaichiba, Japan",City,2018,8.0
"Iwata, Japan",City,2018,10.3
"Kakegawa, Japan",City,2018,9.7
"Kosai, Japan",City,2018,11.8
"Tama, Japan",City,2018,10.9
"Matsubarashin, Japan",City,2018,8.0
"Kainan, Japan",City,2018,10.2
"Nagai, Japan",City,2018,8.8
"Yonezawa, Japan",City,2018,8.7
"Kosovo Polje, Kosovo",City,2018,17.266666666666666
"Den Haag, Netherlands",City,2018,10.1
"Hamar, Norway",City,2018,8.8
"Nowa Swidzialowka, Poland",City,2018,10.200000000000001
"Santa Cruz de la Palma, Spain",City,2018,10.1
"Plymouth, United Kingdom",City,2018,10.1
"Stevenage, United Kingdom",City,2018,10.5
"Warrington, United Kingdom",City,2018,9.0
"Avalon, USA",City,2018,7.25
"Brisbane, USA",City,2018,8.633333333333333
"Castro Valley, USA",City,2018,8.933333333333332
"Emerald Lake Hills, USA",City,2018,8.0
"Geyserville, USA",City,2018,6.45
"Lafayette, USA",City,2018,9.19090909090909
"Mecca, USA",City,2018,8.0
"Millbrae, USA",City,2018,8.4
"Oakland, USA",City,2018,13.5
"Penngrove, USA",City,2018,8.0
"Wrightwood, USA",City,2018,8.9
"Gypsum, USA",City,2018,5.85
"Danbury, USA",City,2018,8.0
"New Haven, USA",City,2018,7.4
"Gainesville, USA",City,2018,8.466666666666667
"Homestead, USA",City,2018,8.8
"Columbus, USA",City,2018,7.6
"Brownell, USA",City,2018,5.6
"Boston, USA",City,2018,10.1
"Meredith, USA",City,2018,8.0
"Flemington, USA",City,2018,8.1
"Lake Placid, USA",City,2018,8.0
"Burnsville, USA",City,2018,8.0
"Damascus, USA",City,2018,8.0
"Keizer, USA",City,2018,11.033333333333333
"Lakeview, USA",City,2018,11.3
"Lebanon, USA",City,2018,8.433333333333334
"Throop, USA",City,2018,7.1000000000000005
"East Providence, USA",City,2018,7.266666666666667
"Waterbury, USA",City,2018,8.28
"Pacific, USA",City,2018,9.45
"Salmon Creek, USA",City,2018,8.0
"Stevenson, USA",City,2018,8.0
"La Crosse, USA",City,2018,7.7
"Madeira Park, Canada",City,2018,8.266666666666666
"Port Alberni, Canada",City,2018,7.95
"Sointula, Canada",City,2018,7.866666666666667
"Sooke, Canada",City,2018,9.1
"Williams Lake, Canada",City,2018,7.266666666666666
"Sarnia, Canada",City,2018,7.5
"Chomedey, Canada",City,2018,7.9
"Srebrnici, Croatia",City,2018,11.8
"Garz/Rugen, Germany",City,2018,7.25
"Kaiserslautern, Germany",City,2018,12.5
"Belau, Germany",City,2018,9.3
"Palangkaraya, Indonesia",City,2018,6.9
"Marino, Ireland",City,2018,7.85
"Tsushima, Japan",City,2018,11.6
"Inzai, Japan",City,2018,8.5
"Nakatsugawa, Japan",City,2018,7.9
"Takayama, Japan",City,2018,9.0
"Numata, Japan",City,2018,13.1
"Tamba, Japan",City,2018,10.2
"Hitachiomiya, Japan",City,2018,9.7
"Hakui, Japan",City,2018,9.0
"Ichinoki, Japan",City,2018,7.9
"Iida, Japan",City,2018,9.6
"Nagaoka, Japan",City,2018,7.966666666666666
"Daito, Japan",City,2018,14.2
"Kawachinagano, Japan",City,2018,9.566666666666668
"Matsue, Japan",City,2018,11.8
"Atami, Japan",City,2018,10.0
"Imaichi, Japan",City,2018,7.9
"Nikko, Japan",City,2018,9.5
"Tokushima, Japan",City,2018,10.3
"Sagae, Japan",City,2018,9.0
"Sandakan, Malaysia",City,2018,9.200000000000001
"Hastings, New Zealand",City,2018,7.9
"San Nicolas del Puerto, Spain",City,2018,7.9
"Moelnlycke, Sweden",City,2018,7.9
"Birmingham, United Kingdom",City,2018,11.8
"Harlington, United Kingdom",City,2018,9.5
"Middlesbrough, United Kingdom",City,2018,8.9
"Stockton-on-Tees, United Kingdom",City,2018,9.8
"Wallsend, United Kingdom",City,2018,7.566666666666667
"Empire, USA",City,2018,8.7
"Casa Grande, USA",City,2018,7.5
"Lebec, USA",City,2018,8.4
"Marin, USA",City,2018,7.9
"Mountain View, USA",City,2018,8.333333333333334
"Saint Helena, USA",City,2018,7.9
"Santa Venetia, USA",City,2018,7.9
"Soledad, USA",City,2018,7.9
"Sunnyvale, USA",City,2018,8.233333333333333
"Victorville, USA",City,2018,8.366666666666667
"Buena Vista, USA",City,2018,7.4
"Littleton, USA",City,2018,7.5
"Silverthorne, USA",City,2018,7.9
"East Hartford, USA",City,2018,7.1
"Celebration, USA",City,2018,7.9
"Boonville, USA",City,2018,7.050000000000001
"Halstead, USA",City,2018,8.066666666666665
"Lockport, USA",City,2018,7.9
"Lancaster, USA",City,2018,8.892307692307693
"St. Cloud, USA",City,2018,6.6000000000000005
"Candor, USA",City,2018,6.7
"Pendleton, USA",City,2018,8.9
"Sandy, USA",City,2018,9.34
"Wilsonville, USA",City,2018,10.966666666666667
"Farrell, USA",City,2018,8.3
"Orange, USA",City,2018,10.5
"Temple, USA",City,2018,8.333333333333334
"Rutland, USA",City,2018,7.6
"Leavenworth, USA",City,2018,9.3
"Summit, USA",City,2018,7.9
"Bad Ischl, Austria",City,2018,10.4
"Kingston, Canada",City,2018,5.7
"San Jose, Costa Rica",City,2018,8.8
"Dijon, France",City,2018,8.6
"Bassens, France",City,2018,9.9
"Dublin, Ireland",City,2018,9.5
"Narita, Japan",City,2018,12.1
"Sakae, Japan",City,2018,8.0
"Sodegaura, Japan",City,2018,10.9
"Kakamigahara, Japan",City,2018,10.1
"Kajomachi, Japan",City,2018,7.8
"Ise, Japan",City,2018,9.9
"Shiogama, Japan",City,2018,7.55
"Sakaihigashi, Japan",City,2018,7.8
"Izumisano, Japan",City,2018,11.6
"Tondabayashi, Japan",City,2018,15.1
"Araya, Japan",City,2018,7.8
"Shizuoka, Japan",City,2018,10.6
"Susono, Japan",City,2018,10.1
"Chofu, Japan",City,2018,11.8
"Hachioji, Japan",City,2018,11.6
"Gobo, Japan",City,2018,7.8
"Shimotsucho Kuroda, Japan",City,2018,7.8
"Limbang, Malaysia",City,2018,8.033333333333333
"San Felipe, Mexico",City,2018,7.8
"Lilla Essingen, Sweden",City,2018,7.666666666666667
"Taitung, Taiwan",City,2018,9.3
"Nong Khai, Thailand",City,2018,7.8
"Barnstaple, United Kingdom",City,2018,7.1
"Eastbourne, United Kingdom",City,2018,12.6
"Totnes, United Kingdom",City,2018,7.8
"Capitola, USA",City,2018,7.8
"Cayucos, USA",City,2018,7.7
"Cuyama, USA",City,2018,7.8
"Los Angeles County, USA",City,2018,7.8
"Eagle, USA",City,2018,9.575
"Fruita, USA",City,2018,6.699999999999999
"Ouray, USA",City,2018,7.8
"Paonia, USA",City,2018,5.933333333333334
"Vail, USA",City,2018,7.8
"Crawfordville, USA",City,2018,8.233333333333333
"Olustee, USA",City,2018,7.8
"Placid Lakes, USA",City,2018,7.8
"The Hammocks, USA",City,2018,7.8
"Lafayette, USA",City,2018,9.2
"North Windham, USA",City,2018,7.8
"Edgewood, USA",City,2018,9.216666666666667
"Hagerstown, USA",City,2018,8.2
"Brentwood, USA",City,2018,9.75
"Taos, USA",City,2018,6.4
"Greenville, USA",City,2018,8.383333333333335
"Newburgh, USA",City,2018,6.8
"Wynantskill, USA",City,2018,7.3
"Southport, USA",City,2018,7.6000000000000005
"New Albany, USA",City,2018,7.9
"Painesville, USA",City,2018,7.2
"Seiling, USA",City,2018,8.1
"Creswell, USA",City,2018,8.366666666666667
"Stayton, USA",City,2018,7.266666666666667
"Susquehanna, USA",City,2018,7.8
"Maryville, USA",City,2018,7.5
"Port Arthur, USA",City,2018,10.2
"Lovettsville, USA",City,2018,7.8
"Battle Ground, USA",City,2018,7.8
"Chatham-Kent, Canada",City,2018,7.233333333333333
"Peterborough, Canada",City,2018,6.4
"Hull (Ile), Canada",City,2018,7.7
"Ganzizhou, China",City,2018,17.9
"Changdu, China",City,2018,16.3
"Luder, Germany",City,2018,10.1
"Fukui, Japan",City,2018,8.166666666666666
"Ena, Japan",City,2018,8.433333333333334
"Kumasakamachi, Japan",City,2018,7.7
"Ichinoseki, Japan",City,2018,9.0
"Miyako, Japan",City,2018,7.7
"Yamakita, Japan",City,2018,8.066666666666666
"Miyazu, Japan",City,2018,10.8
"Inabe, Japan",City,2018,10.1
"Higashimatsushima, Japan",City,2018,8.4
"Shirone, Japan",City,2018,7.7
"Izumiotsu, Japan",City,2018,12.5
"Sennan, Japan",City,2018,15.3
"Fuchu, Japan",City,2018,13.6
"Nanto, Japan",City,2018,11.0
"Bourglinster, Luxembourg",City,2018,7.333333333333333
"Mukah, Malaysia",City,2018,8.566666666666666
"Cangas del Narcea, Spain",City,2018,7.4
"San Bartolome, Spain",City,2018,6.800000000000001
"Ceuta, Spain",City,2018,7.7
"Ebnat-Kappel, Switzerland",City,2018,7.7
"Cullompton, United Kingdom",City,2018,7.7
"Leicester, United Kingdom",City,2018,10.5
"Berkeley, USA",City,2018,8.233333333333333
"Eldridge, USA",City,2018,7.7
"Holtville, USA",City,2018,7.7
"La Quinta, USA",City,2018,7.833333333333333
"Lakeport, USA",City,2018,8.166666666666666
"Loyola, USA",City,2018,7.7
"Moss Beach, USA",City,2018,7.7
"Palo Alto, USA",City,2018,8.066666666666666
"Redwood City, USA",City,2018,11.5
"Rosamond, USA",City,2018,7.7
"San Bruno, USA",City,2018,7.666666666666667
"Santa Maria, USA",City,2018,7.1
"Stanford, USA",City,2018,8.1
"West Menlo Park, USA",City,2018,7.7
"Cedaredge, USA",City,2018,5.35
"Colebrook, USA",City,2018,7.5
"Hartford, USA",City,2018,8.1
"St. Petersburg, USA",City,2018,7.7
"McDonough, USA",City,2018,7.2
"Pikeville, USA",City,2018,7.3
"Laytonsville, USA",City,2018,8.6
"Pocomoke City, USA",City,2018,7.7
"Harvard, USA",City,2018,7.533333333333334
"Northampton, USA",City,2018,7.0
"Grand Island, USA",City,2018,7.7
"Riverhead, USA",City,2018,7.566666666666666
"Roland, USA",City,2018,8.26
"Enterprise, USA",City,2018,8.4
"Hood River, USA",City,2018,10.700000000000001
"Oatfield, USA",City,2018,7.7
"Roseburg, USA",City,2018,8.4
"Monroe, USA",City,2018,6.9
"Florence, USA",City,2018,7.5
"Harriman, USA",City,2018,7.1
"Charlottesville, USA",City,2018,7.300000000000001
"Ellensburg, USA",City,2018,8.2
"Maryhill, USA",City,2018,7.7
"Port Angeles, USA",City,2018,10.0
"Underwood, USA",City,2018,10.633333333333333
"Washougal, USA",City,2018,7.7
"Swan, Australia",City,2018,8.9
"Tramandai, Brazil",City,2018,7.6
"Lethbridge, Canada",City,2018,9.9
"Chilliwack, Canada",City,2018,6.733333333333333
"Courtenay, Canada",City,2018,8.466666666666667
"Mill Bay, Canada",City,2018,8.733333333333334
"Edmundston, Canada",City,2018,6.75
"Brossard, Canada",City,2018,7.6
"Auxerre, France",City,2018,8.1
"Finglas, Ireland",City,2018,7.933333333333333
"Inuyama, Japan",City,2018,12.0
"Kariya, Japan",City,2018,12.3
"Takahama, Japan",City,2018,12.7
"Narashino, Japan",City,2018,8.1
"Sakai, Japan",City,2018,12.6
"Abira, Japan",City,2018,9.1
"Kami, Japan",City,2018,8.666666666666666
"Iwanuma, Japan",City,2018,7.6
"Yoshida, Japan",City,2018,7.6
"Oji, Japan",City,2018,10.9
"Sado, Japan",City,2018,11.4
"Izumi, Japan",City,2018,14.4
"Kishiwada, Japan",City,2018,11.6
"Takatsuki, Japan",City,2018,11.4
"Hamamatsu, Japan",City,2018,10.2
"Shimada, Japan",City,2018,7.6
"Hashigejo, Japan",City,2018,7.6
"Imizu, Japan",City,2018,9.5
"Saint Petersburg, Russia",City,2018,7.2
"Cape Town, South Africa",City,2018,8.933333333333332
"Tabernas, Spain",City,2018,7.6
"Nazaret, Spain",City,2018,6.433333333333333
"Telde, Spain",City,2018,5.4
"Cervo, Spain",City,2018,7.6
"Tudela, Spain",City,2018,7.766666666666666
"Florence, USA",City,2018,6.8999999999999995
"Apple Valley, USA",City,2018,7.671428571428571
"Calistoga, USA",City,2018,7.6
"El Cerrito, USA",City,2018,7.966666666666666
"Frazier Park, USA",City,2018,8.033333333333333
"Kensington, USA",City,2018,9.15
"Kenwood, USA",City,2018,8.633333333333333
"Leggett, USA",City,2018,8.033333333333333
"Menlo Park, USA",City,2018,8.533333333333333
"Napa, USA",City,2018,9.9
"Pacific Grove, USA",City,2018,7.333333333333333
"Pacifica, USA",City,2018,7.3999999999999995
"Sausalito, USA",City,2018,8.0
"Tiburon, USA",City,2018,7.9333333333333345
"Crested Butte, USA",City,2018,7.6
"Grand Junction, USA",City,2018,5.9
"Lake Mary, USA",City,2018,7.3
"Newberry, USA",City,2018,7.833333333333333
"Chalmette, USA",City,2018,10.0
"Cambridge, USA",City,2018,6.642857142857143
"El Dorado Ekurhuleni, USA",City,2018,7.6
"Keeseville, USA",City,2018,7.6
"Dundee, USA",City,2018,7.6
"Sherwood, USA",City,2018,9.833333333333334
"Vernonia, USA",City,2018,9.433333333333335
"El Paso, USA",City,2018,11.0
"Odessa, USA",City,2018,7.9
"Park City, USA",City,2018,5.666666666666667
"Roosevelt, USA",City,2018,7.5
"Klickitat, USA",City,2018,7.6
"Puyallup, USA",City,2018,8.1
"Walnut Grove, USA",City,2018,7.6
"Champlain, Canada",City,2018,7.266666666666667
"Blandy, France",City,2018,7.8
"Montpellier, France",City,2018,7.7
"Freiburg, Germany",City,2018,10.6
"Cobh, Ireland",City,2018,7.5
"Leonessa, Italy",City,2018,7.533333333333334
"Tsuruga, Japan",City,2018,12.5
"Iwaki, Japan",City,2018,9.1
"Tsumagoi, Japan",City,2018,9.2
"Hitachinaka, Japan",City,2018,9.4
"Kanazawa, Japan",City,2018,8.4
"Matsushima, Japan",City,2018,7.5
"Ōsaki, Japan",City,2018,7.4
"Nagano, Japan",City,2018,9.0
"Ishigaki, Japan",City,2018,8.9
"Nago, Japan",City,2018,9.6
"Ikeda, Japan",City,2018,12.6
"Hamada, Japan",City,2018,10.6
"Fujieda, Japan",City,2018,10.8
"Yaita, Japan",City,2018,10.3
"Tottori, Japan",City,2018,10.833333333333334
"Toyama, Japan",City,2018,8.1
"Iida, Japan",City,2018,8.549999999999999
"Šakiai, Lithuania",City,2018,6.433333333333334
"Ashburton, New Zealand",City,2018,9.4
"Oslo, Norway",City,2018,8.2
"Sunset Beach, South Africa",City,2018,7.8
"Ferrol, Spain",City,2018,8.1
"Galilea, Spain",City,2018,7.666666666666667
"Rorschach, Switzerland",City,2018,8.066666666666668
"Payerne, Switzerland",City,2018,8.5
"Chilbolton, United Kingdom",City,2018,8.9
"Coventry, United Kingdom",City,2018,12.1
"Preston, United Kingdom",City,2018,9.3
"Stanwell, United Kingdom",City,2018,8.233333333333333
"Aptos Hills-Larkin Valley, USA",City,2018,7.5
"Burlingame, USA",City,2018,7.8
"Castroville, USA",City,2018,7.5
"Davenport, USA",City,2018,10.059999999999999
"Lagunitas-Forest Knolls, USA",City,2018,6.85
"Lake Elsinore, USA",City,2018,7.6
"Lake Los Angeles, USA",City,2018,7.5
"Lucas Valley-Marinwood, USA",City,2018,7.5
"Novato, USA",City,2018,8.299999999999999
"Prunedale, USA",City,2018,8.2
"San Carlos, USA",City,2018,7.5249999999999995
"Valley Center, USA",City,2018,7.5
"Hotchkiss, USA",City,2018,6.1000000000000005
"Steamboat Ekurhuleni, USA",City,2018,7.5
"Oak Grove, USA",City,2018,9.125
"Braintree, USA",City,2018,7.5
"Flint, USA",City,2018,8.0
"Lewistown, USA",City,2018,6.1
"Millville, USA",City,2018,8.8
"Rochester, USA",City,2018,6.3
"Dunn Center, USA",City,2018,5.5
"Cookeville, USA",City,2018,7.2
"Corsicana, USA",City,2018,7.8
"Kaufman, USA",City,2018,7.5
"League City, USA",City,2018,9.566666666666666
"Lubbock, USA",City,2018,6.9
"Bonney Lake, USA",City,2018,7.5
"Enumclaw, USA",City,2018,7.5
"Lakeland North, USA",City,2018,7.5
"Portland, Australia",City,2018,7.4
"Traralgon, Australia",City,2018,8.0
"Chard, Canada",City,2018,6.333333333333333
"Burns Lake, Canada",City,2018,8.6
"Prince George, Canada",City,2018,15.4
"Brampton, Canada",City,2018,7.5
"Union, Canada",City,2018,6.966666666666666
"Mur-de-Bretagne, France",City,2018,7.4
"Baden-Baden, Germany",City,2018,7.1
"Collmberg, Germany",City,2018,7.433333333333333
"Toyota, Japan",City,2018,9.7
"Odate, Japan",City,2018,9.8
"Oga, Japan",City,2018,9.6
"Nado, Japan",City,2018,7.7
"Motosu, Japan",City,2018,8.466666666666667
"Inashiki, Japan",City,2018,7.5
"Kamisu, Japan",City,2018,9.0
"Kaga, Japan",City,2018,9.2
"Kesennuma, Japan",City,2018,9.5
"Kiso, Japan",City,2018,8.7
"Mizukoshi, Japan",City,2018,7.4
"Fukuroi, Japan",City,2018,7.4
"Kanuma, Japan",City,2018,9.9
"Zoutkamp, Netherlands",City,2018,7.4
"Mo i Rana, Norway",City,2018,6.733333333333334
"Longford, United Kingdom",City,2018,7.633333333333333
"Angwin, USA",City,2018,7.533333333333334
"Belmont, USA",City,2018,7.6000000000000005
"Bombay Beach, USA",City,2018,7.4
"Gilroy, USA",City,2018,8.6
"Guadalupe, USA",City,2018,7.8
"Hollister, USA",City,2018,7.3
"Interlaken, USA",City,2018,7.4
"Morgan Hill, USA",City,2018,8.399999999999999
"Nipomo, USA",City,2018,8.4
"Orcutt, USA",City,2018,7.4
"Orinda, USA",City,2018,7.966666666666666
"Phelan, USA",City,2018,7.533333333333334
"Pismo Beach, USA",City,2018,7.4
"Santa Rosa, USA",City,2018,8.200000000000001
"Windsor, USA",City,2018,8.475
"Winter Park, USA",City,2018,7.5
"New Iberia, USA",City,2018,7.4
"North Adams, USA",City,2018,5.7
"Franconia, USA",City,2018,6.866666666666667
"Portsmouth, USA",City,2018,6.0
"Tonawanda, USA",City,2018,7.4
"Grassy Butte, USA",City,2018,6.166666666666667
"Tigard, USA",City,2018,7.4
"Troutdale, USA",City,2018,7.4
"Hot Ekurhuleni, USA",City,2018,7.4
"Loudon, USA",City,2018,6.4
"Hamshire, USA",City,2018,9.1
"Des Moines, USA",City,2018,7.94
"Kent, USA",City,2018,7.3
"Lynden, USA",City,2018,8.033333333333333
"Tukwila, USA",City,2018,7.7
"Belgium, USA",City,2018,7.033333333333334
