Country,Type,Year,AQI
"Kofu, Japan",City,2020,11.4
"Zaandam, Netherlands",City,2020,11.3
"Stanfield, USA",City,2020,14.4
"Sacramento, USA",City,2020,16.3
"Vineyard, USA",City,2020,12.0
"Niwot, USA",City,2020,11.4
"Hockessin, USA",City,2020,10.8
"Joliet, USA",City,2020,9.8
"Greencastle, USA",City,2020,12.05
"Lafayette, USA",City,2020,9.19090909090909
"Hutchinson, USA",City,2020,12.0
"La Plata, USA",City,2020,12.0
"Kalamazoo, USA",City,2020,8.3
"Cass Lake, USA",City,2020,5.0
"Camdenton, USA",City,2020,12.0
"Livingston, USA",City,2020,12.0
"Stallings, USA",City,2020,12.0
"Canton, USA",City,2020,10.0
"Steubenville, USA",City,2020,6.6
"Deer Park, USA",City,2020,10.6
"Arlington, USA",City,2020,9.9
"Lynchburg, USA",City,2020,12.0
"Pleiku, Vietnam",City,2020,12.0
"Amstetten, Austria",City,2020,11.9
"Boom, Belgium",City,2020,10.5
"Damme, Belgium",City,2020,10.5
"Dessel, Belgium",City,2020,10.7
"Mechelen, Belgium",City,2020,11.9
"Kadan, Czech Republic",City,2020,11.2
"Crolles, France",City,2020,9.9
"Lille, France",City,2020,10.1
"Luckenwalde, Germany",City,2020,10.5
"Trollenhagen, Germany",City,2020,11.9
"Sopron, Hungary",City,2020,10.8
"Capezzano Inferiore, Italy",City,2020,14.8
"Marino, Italy",City,2020,13.2
"Miyakonojo, Japan",City,2020,14.0
"Nakatsu, Japan",City,2020,12.7
"Imari, Japan",City,2020,14.1
"Shiroishi, Japan",City,2020,13.8
"Ciudad Juárez, Mexico",City,2020,11.9
"Napier, New Zealand",City,2020,9.05
"Moscow, Russia",City,2020,10.5
"Pietermaritzburg, South Africa",City,2020,11.9
"Potchefstroom, South Africa",City,2020,11.4
"Taebaek, South Korea",City,2020,13.2
"San Roque, Spain",City,2020,11.9
"Great Bookham, United Kingdom",City,2020,9.9
"Birmingham, USA",City,2020,9.9
"Downey, USA",City,2020,14.4
"Lincoln, USA",City,2020,12.7
"Weldon, USA",City,2020,14.4
"Yosemite Valley, USA",City,2020,18.6
"Erie, USA",City,2020,11.2
"Catonsville, USA",City,2020,11.9
"Glen Burnie, USA",City,2020,10.8
"Takoma Park, USA",City,2020,11.9
"Wheaton, USA",City,2020,12.4
"Rochester, USA",City,2020,8.8
"Missoula, USA",City,2020,8.7
"Camden, USA",City,2020,9.3
"Garner, USA",City,2020,10.8
"Barnesville, USA",City,2020,11.9
"Monroe, USA",City,2020,8.877777777777778
"Poteau, USA",City,2020,11.9
"Tulsa, USA",City,2020,9.7
"Donegal, USA",City,2020,11.9
"Harrisburg, USA",City,2020,9.3
"Lewisville, USA",City,2020,12.7
"The Woodlands, USA",City,2020,11.9
"Farr West, USA",City,2020,9.8
"South Salt Lake, USA",City,2020,10.3
"Richmond, USA",City,2020,8.8
"Hainburg, Austria",City,2020,10.8
"St. Polten, Austria",City,2020,12.1
"Vienna, Austria",City,2020,11.0
"Ribeirao Preto, Brazil",City,2020,7.2
"Znojmo, Czech Republic",City,2020,11.9
"Rouen, France",City,2020,9.6
"Nürnberg, Germany",City,2020,11.1
"Cottbus, Germany",City,2020,10.4
"Tegucigalpa, Honduras",City,2020,11.8
"Nakanoshima, Japan",City,2020,11.8
"Kuantan, Malaysia",City,2020,10.5
"Villarejo de Salvanes, Spain",City,2020,11.7
"Cranbrook, United Kingdom",City,2020,11.8
"Costa Mesa, USA",City,2020,11.8
"Los Banos, USA",City,2020,16.4
"Madison, USA",City,2020,15.1
"Yolo, USA",City,2020,11.8
"Dearborn Heights, USA",City,2020,11.2
"Hoboken, USA",City,2020,10.3
"Las Vegas, USA",City,2020,11.4
"Cary, USA",City,2020,9.5
"Winterville, USA",City,2020,11.8
"Miami, USA",City,2020,8.274999999999999
"Burns, USA",City,2020,11.6
"North Augusta, USA",City,2020,9.7
"Dallas, USA",City,2020,9.6
"Steyregg, Austria",City,2020,11.3
"Zwijndrecht, Belgium",City,2020,10.1
"Feijo, Brazil",City,2020,14.2
"Mont-Royal, Canada",City,2020,10.5
"Alto Hospicio, Chile",City,2020,10.2
"Lyon, France",City,2020,11.7
"Amiens, France",City,2020,11.399999999999999
"Foggia, Italy",City,2020,11.7
"Saijo, Japan",City,2020,12.5
"Shijonawate, Japan",City,2020,11.6
"Zielona Gora, Poland",City,2020,10.6
"Oliveirinha, Portugal",City,2020,9.6
"Valdemoro, Spain",City,2020,12.1
"Port de Sagunt, Spain",City,2020,11.7
"Bioggio, Switzerland",City,2020,11.7
"Ringwood, United Kingdom",City,2020,11.7
"Swansea, United Kingdom",City,2020,8.3
"Madison, USA",City,2020,10.0
"Bella Vista, USA",City,2020,9.6
"Camarillo, USA",City,2020,12.4
"Cold Ekurhuleni, USA",City,2020,11.7
"Colfax, USA",City,2020,13.5
"Folsom, USA",City,2020,14.5
"Lost Hills, USA",City,2020,11.7
"Mammoth Lakes, USA",City,2020,25.6
"Pacheco, USA",City,2020,11.7
"Twain Harte, USA",City,2020,20.7
"Fort Lupton, USA",City,2020,11.7
"Gunbarrel, USA",City,2020,11.7
"Mechanicsville, USA",City,2020,11.149999999999999
"Saint Paul, USA",City,2020,9.1
"Piscataway, USA",City,2020,11.7
"Princeton, USA",City,2020,10.0
"Hell's Kitchen, USA",City,2020,11.7
"Apex, USA",City,2020,9.9
"Stoneville, USA",City,2020,11.7
"Cincinnati, USA",City,2020,10.1
"Kirtland, USA",City,2020,9.9
"Broken Arrow, USA",City,2020,9.9
"Townsend, USA",City,2020,10.399999999999999
"Decatur, USA",City,2020,9.438461538461537
"Magna, USA",City,2020,10.35
"Fairfax, USA",City,2020,8.7
"Black River Falls, USA",City,2020,11.7
"Wiener Neudorf, Austria",City,2020,11.0
"Voitsberg, Austria",City,2020,11.2
"Lustenau, Austria",City,2020,11.6
"Tarauaca, Brazil",City,2020,11.6
"Taubate, Brazil",City,2020,11.7
"Medicine Hat - Crescent Hts, Canada",City,2020,11.6
"Mulhouse, France",City,2020,12.0
"Bethune, France",City,2020,10.3
"Passau, Germany",City,2020,11.4
"Rio, Greece",City,2020,13.4
"Carcare, Italy",City,2020,11.6
"Matsuyama, Japan",City,2020,11.8
"Koga, Japan",City,2020,12.6
"Zentsuji, Japan",City,2020,13.0
"Malisevo, Kosovo",City,2020,23.3
"Kluang, Malaysia",City,2020,8.8
"Vredepeel, Netherlands",City,2020,10.3
"Elblag, Poland",City,2020,12.1
"Inje, South Korea",City,2020,11.6
"Malaga, Spain",City,2020,11.6
"Lugones, Spain",City,2020,12.8
"Las Palmas de Gran Canaria, Spain",City,2020,31.0
"Nakhon Si Thammarat, Thailand",City,2020,11.6
"Thalang, Thailand",City,2020,14.9
"Beaumont, USA",City,2020,11.6
"Dixon, USA",City,2020,11.6
"Lakeview, USA",City,2020,13.7
"West Hills, USA",City,2020,11.6
"Evansville, USA",City,2020,8.3
"Central, USA",City,2020,11.6
"Leonardtown, USA",City,2020,11.6
"Oceana, USA",City,2020,11.6
"Detroit Lakes, USA",City,2020,5.0
"Hamilton, USA",City,2020,7.8
"Helena West Side, USA",City,2020,9.2
"North Tonawanda, USA",City,2020,11.6
"Durham, USA",City,2020,8.9
"Fuquay-Varina, USA",City,2020,9.4
"Athens, USA",City,2020,10.09
"Holdenville, USA",City,2020,11.6
"Beallsville, USA",City,2020,9.5
"La Porte, USA",City,2020,11.899999999999999
"Farmington, USA",City,2020,9.5
"Grantsville, USA",City,2020,9.4
"Kearns, USA",City,2020,11.6
"West Point, USA",City,2020,12.524999999999999
"Ashland, USA",City,2020,9.141666666666667
"Spokane, USA",City,2020,11.1
"Mortsel, Belgium",City,2020,10.7
"Arica, Chile",City,2020,11.8
"Huasco, Chile",City,2020,10.3
"Passage West, Ireland",City,2020,11.5
"Lecce, Italy",City,2020,11.5
"Kuji, Japan",City,2020,10.4
"Minamata, Japan",City,2020,13.8
"Kashima, Japan",City,2020,12.6
"Miri, Malaysia",City,2020,12.8
"Nijmegen, Netherlands",City,2020,10.0
"Rotterdam Zuid, Netherlands",City,2020,12.5
"Blenheim, New Zealand",City,2020,12.3
"Dzialoszyn, Poland",City,2020,11.5
"Toseong, South Korea",City,2020,11.5
"Chert/Xert, Spain",City,2020,11.5
"Ashford, United Kingdom",City,2020,11.5
"Brighton, United Kingdom",City,2020,10.6
"Elk Grove, USA",City,2020,13.0
"Piru, USA",City,2020,11.5
"Port Hueneme, USA",City,2020,11.5
"Arvada, USA",City,2020,9.5
"Hot Sulphur Ekurhuleni, USA",City,2020,11.5
"Lafayette, USA",City,2020,9.19090909090909
"Westminster, USA",City,2020,11.5
"East St. Louis, USA",City,2020,8.6
"Baltimore, USA",City,2020,9.9
"Ann Arbor, USA",City,2020,10.4
"Van Buren, USA",City,2020,11.5
"Lakewood, USA",City,2020,11.8
"Charlotte, USA",City,2020,9.5
"Enfield, USA",City,2020,11.5
"Akron, USA",City,2020,10.6
"Chardon, USA",City,2020,9.4
"Philadelphia, USA",City,2020,9.5
"Humble, USA",City,2020,11.5
"Pasco, USA",City,2020,11.5
"Madison, USA",City,2020,9.1
"Armidale, Australia",City,2020,11.4
"Lytton, Canada",City,2020,11.4
"Chenier, Canada",City,2020,11.4
"La Serena, Chile",City,2020,10.2
"Liberec, Czech Republic",City,2020,11.6
"Beauvais, France",City,2020,9.9
"Neuruppin, Germany",City,2020,9.9
"Düsseldorf, Germany",City,2020,10.7
"Montedecoro, Italy",City,2020,11.4
"Rieti, Italy",City,2020,11.4
"Munakata, Japan",City,2020,11.0
"Tagawa, Japan",City,2020,12.6
"Ozu, Japan",City,2020,13.1
"Tamano, Japan",City,2020,11.8
"Aktau, Kazakhstan",City,2020,11.4
"Glogovac, Kosovo",City,2020,12.5
"Zaragoza, Spain",City,2020,7.3
"Toledo, Spain",City,2020,11.9
"Lugano, Switzerland",City,2020,11.9
"Trat, Thailand",City,2020,11.4
"Nantwich, United Kingdom",City,2020,10.9
"Grass Valley, USA",City,2020,13.7
"Jackson, USA",City,2020,15.0
"Vista, USA",City,2020,13.0
"East Haven, USA",City,2020,11.4
"Fishers, USA",City,2020,9.466666666666667
"Lawrence, USA",City,2020,12.100000000000001
"Anchorage, USA",City,2020,7.040000000000001
"Minneapolis, USA",City,2020,8.4
"Savage, USA",City,2020,8.9
"Stillwater, USA",City,2020,9.1
"Eureka, USA",City,2020,8.7
"Lima, USA",City,2020,5.3
"Aliquippa, USA",City,2020,11.4
"Greensburg, USA",City,2020,7.3
"Loretto, USA",City,2020,7.3
"Trophy Club, USA",City,2020,9.3
"Hill Air Force Base, USA",City,2020,9.9
"Perry, USA",City,2020,10.95
"Leesburg, USA",City,2020,11.4
"Chetek, USA",City,2020,11.4
"Landen, Belgium",City,2020,9.1
"Prague, Czech Republic",City,2020,10.9
"Creil, France",City,2020,9.9
"Bobigny, France",City,2020,10.6
"Frejus, France",City,2020,11.2
"Elsterwerda, Germany",City,2020,10.5
"Dortmund, Germany",City,2020,10.6
"Worms, Germany",City,2020,10.9
"Reggio Calabria, Italy",City,2020,11.3
"Bolzano-Bozen, Italy",City,2020,11.7
"Imabari, Japan",City,2020,13.0
"Kure, Japan",City,2020,11.4
"Isehara, Japan",City,2020,12.266666666666666
"Kikuchi, Japan",City,2020,12.6
"Maastricht, Netherlands",City,2020,9.9
"Ustka, Poland",City,2020,13.600000000000001
"Zurich, Switzerland",City,2020,8.9
"Beaconsfield, United Kingdom",City,2020,9.8
"Crondall, United Kingdom",City,2020,9.7
"Westbury, United Kingdom",City,2020,11.3
"Windsor, United Kingdom",City,2020,10.5
"Aliso Viejo, USA",City,2020,13.8
"Alum Rock, USA",City,2020,11.3
"Angels Camp, USA",City,2020,11.3
"Bridgeport, USA",City,2020,8.7
"Byron, USA",City,2020,11.3
"Columbia, USA",City,2020,8.23
"Discovery Bay, USA",City,2020,11.3
"Esparto, USA",City,2020,8.95
"Newport Beach, USA",City,2020,13.0
"West Bishop, USA",City,2020,11.3
"Louisville, USA",City,2020,9.96
"Superior, USA",City,2020,10.55
"Cloquet, USA",City,2020,11.3
"Pine City, USA",City,2020,11.3
"White Bear Lake, USA",City,2020,11.3
"Bozeman, USA",City,2020,7.6
"Omaha, USA",City,2020,9.5
"Fargo, USA",City,2020,8.4
"Byesville, USA",City,2020,11.3
"Bend, USA",City,2020,13.6
"Bell Acres, USA",City,2020,11.3
"New Brighton, USA",City,2020,11.3
"Pocono Pines, USA",City,2020,11.3
"Prospect, USA",City,2020,11.3
"Huntsville, USA",City,2020,11.0
"Mineral, USA",City,2020,12.6
"Taylor, USA",City,2020,10.4
"Star Valley Ranch, USA",City,2020,11.3
"St. Valentin, Austria",City,2020,10.9
"Hasselt, Belgium",City,2020,10.0
"Dieppe, France",City,2020,9.6
"Nauen, Germany",City,2020,10.1
"Speyer, Germany",City,2020,10.6
"Altamura, Italy",City,2020,11.2
"Stazione di Padule, Italy",City,2020,11.2
"Dazaifu, Japan",City,2020,12.0
"Kanzaki, Japan",City,2020,11.2
"Bandar Penawar, Malaysia",City,2020,8.7
"Samcheok, South Korea",City,2020,16.066666666666666
"Redcar, United Kingdom",City,2020,11.2
"Bodfish, USA",City,2020,14.9
"Carlsbad, USA",City,2020,11.2
"La Crescenta-Montrose, USA",City,2020,11.2
"Laguna Niguel, USA",City,2020,11.2
"Murphys, USA",City,2020,16.7
"Temecula, USA",City,2020,9.933333333333334
"Tuolumne City, USA",City,2020,11.2
"Westlake Village, USA",City,2020,11.2
"Broomfield, USA",City,2020,11.2
"Loveland, USA",City,2020,11.2
"West Cornwall, USA",City,2020,11.2
"Lapwai, USA",City,2020,7.8
"Meridian, USA",City,2020,10.5
"Durand, USA",City,2020,11.2
"Peoria, USA",City,2020,8.2
"Dale, USA",City,2020,11.2
"Jeffersonville, USA",City,2020,11.2
"Decorah, USA",City,2020,9.2
"Waterloo, USA",City,2020,7.6
"Wichita, USA",City,2020,7.4
"Burlington, USA",City,2020,7.375
"Annapolis, USA",City,2020,9.3
"Butte, USA",City,2020,8.4
"Pennington, USA",City,2020,10.2
"West Orange, USA",City,2020,11.2
"Ponca City, USA",City,2020,9.3
"Talent, USA",City,2020,8.95
"Ligonier, USA",City,2020,9.4
"Denton, USA",City,2020,8.5
"Huntington, USA",City,2020,11.8
"Sachse, USA",City,2020,9.7
"Riverton, USA",City,2020,8.7
"King George, USA",City,2020,11.2
"Plymouth, USA",City,2020,11.2
"Sheridan, USA",City,2020,11.2
"Innsbruck, Austria",City,2020,11.2
"Haselbach, Austria",City,2020,10.7
"Varna, Bulgaria",City,2020,14.9
"Xilin Gol, China",City,2020,9.8
"Saint-Martin-d'Heres, France",City,2020,9.7
"Tours, France",City,2020,10.2
"Gennevilliers, France",City,2020,9.0
"Gonesse, France",City,2020,9.5
"Rognac, France",City,2020,10.9
"Rome, Italy",City,2020,13.6
"Vado Ligure, Italy",City,2020,11.1
"Gubbio, Italy",City,2020,11.1
"Fukuyama, Japan",City,2020,11.4
"Reihoku, Japan",City,2020,12.8
"Seika, Japan",City,2020,11.6
"Isahaya, Japan",City,2020,12.6
"Beyneu, Kazakhstan",City,2020,11.1
"San Luis de la Paz, Mexico",City,2020,10.9
"Wijk aan Zee, Netherlands",City,2020,11.8
"Maassluis, Netherlands",City,2020,11.2
"Richmond, New Zealand",City,2020,11.1
"Collado Villalba, Spain",City,2020,12.3
"Isle of Wight, United Kingdom",City,2020,9.7
"Milton Keynes, United Kingdom",City,2020,11.1
"Stanford-le-Hope, United Kingdom",City,2020,11.7
"Huntsville, USA",City,2020,9.4
"Ketchikan, USA",City,2020,11.1
"Auburn, USA",City,2020,14.2
"Palos Verdes Estates, USA",City,2020,11.9
"Redwood Valley, USA",City,2020,14.0
"San Diego, USA",City,2020,11.7
"Sierra Madre, USA",City,2020,14.7
"Decatur, USA",City,2020,9.2
"Peck, USA",City,2020,9.1
"Glenn Dale, USA",City,2020,9.1
"Mount Airy, USA",City,2020,9.7
"Clayton, USA",City,2020,8.675
"Fredonia, USA",City,2020,11.1
"Hope Mills, USA",City,2020,11.649999999999999
"Ashtabula, USA",City,2020,11.1
"Blue Ash, USA",City,2020,8.9
"Depoe Bay, USA",City,2020,11.1
"Bradford Woods, USA",City,2020,9.0
"Conroe, USA",City,2020,10.5
"Heath, USA",City,2020,11.1
"Houston, USA",City,2020,10.4
"Mission, USA",City,2020,10.2
"Round Rock, USA",City,2020,11.1
"South Padre Island, USA",City,2020,12.1
"Lapoint, USA",City,2020,10.0
"Wolf Creek, USA",City,2020,11.1
"Newport, USA",City,2020,11.1
"Richland, USA",City,2020,11.1
"Spokane Valley, USA",City,2020,10.4
"Luanda, Angola",City,2020,13.0
"Schwechat, Austria",City,2020,10.9
"Brussels, Belgium",City,2020,9.3
"Terkoest, Belgium",City,2020,10.0
"Valemount, Canada",City,2020,8.5
"Hamilton, Canada",City,2020,9.4
"Solingen, Germany",City,2020,11.2
"Asakura, Japan",City,2020,11.7
"Nakamachi, Japan",City,2020,12.2
"Kanonji, Japan",City,2020,11.7
"Chigasaki, Japan",City,2020,10.4
"Hagi, Japan",City,2020,10.8
"Horst aan de Maas, Netherlands",City,2020,11.0
"Biest Houtakker, Netherlands",City,2020,10.5
"Masterton, New Zealand",City,2020,11.2
"Baerum, Norway",City,2020,6.7
"Sandvika, Norway",City,2020,11.0
"Phalaborwa, South Africa",City,2020,12.0
"Gangneung, South Korea",City,2020,16.766666666666666
"Vigo, Spain",City,2020,9.4
"Getafe, Spain",City,2020,11.8
"Blackheath, United Kingdom",City,2020,11.0
"Chorley, United Kingdom",City,2020,9.9
"Martock, United Kingdom",City,2020,11.0
"Antioch, USA",City,2020,15.4
"Lake Forest, USA",City,2020,11.6
"Mission Viejo, USA",City,2020,11.2
"Phoenix Lake, USA",City,2020,11.0
"Rancho Santa Fe, USA",City,2020,11.0
"Santa Paula, USA",City,2020,11.0
"Simi Valley, USA",City,2020,10.7
"Woodland, USA",City,2020,15.7
"Lakewood, USA",City,2020,11.8
"Ferdinand, USA",City,2020,11.0
"Iowa City, USA",City,2020,9.7
"Middlesboro, USA",City,2020,11.0
"Traverse City, USA",City,2020,11.0
"Kenyon, USA",City,2020,8.1
"Minnetrista, USA",City,2020,9.5
"Denver, USA",City,2020,9.14
"Stokesdale, USA",City,2020,11.0
"Oklahoma City, USA",City,2020,9.5
"Beaver Falls, USA",City,2020,8.6
"Canonsburg, USA",City,2020,8.8
"Indiana, USA",City,2020,9.1
"Reading, USA",City,2020,9.6
"Helotes, USA",City,2020,9.9
"Midlothian, USA",City,2020,9.3
"Oak Point, USA",City,2020,11.0
"Uintah, USA",City,2020,11.0
"Maple Falls, USA",City,2020,9.85
"New Auburn, USA",City,2020,11.0
"Voelkermarkter Vorstadt, Austria",City,2020,11.8
"Glinzendorf, Austria",City,2020,10.6
"Wels, Austria",City,2020,11.1
"Prince Albert, Canada",City,2020,7.4
"Strasbourg, France",City,2020,10.6
"Trois-Rivieres, France",City,2020,9.2
"Melun, France",City,2020,10.8
"Le Havre, France",City,2020,8.4
"Ettlingen, Germany",City,2020,11.3
"Brandenburg City, Germany",City,2020,9.5
"Buckow, Germany",City,2020,9.8
"Potsdam, Germany",City,2020,9.7
"Münster, Germany",City,2020,13.0
"Magdeburg, Germany",City,2020,9.4
"Altenburg, Germany",City,2020,10.2
"Taranto, Italy",City,2020,10.5
"Latina Scalo, Italy",City,2020,10.6
"Mihama, Japan",City,2020,10.6
"Masaki, Japan",City,2020,11.5
"Iizuka, Japan",City,2020,11.8
"Tatebayashi, Japan",City,2020,11.5
"Kumamoto, Japan",City,2020,13.0
"Kumiyama, Japan",City,2020,11.6
"Higashimatsuyama , Japan",City,2020,11.7
"Kasukabe, Japan",City,2020,11.6
"Misato, Japan",City,2020,11.9
"Takaoka, Japan",City,2020,10.0
"Wekerom, Netherlands",City,2020,9.6
"Ski, Norway",City,2020,8.0
"Sokcho, South Korea",City,2020,10.9
"Granadilla de Abona, Spain",City,2020,11.2
"Pregassona, Switzerland",City,2020,10.9
"Takua Pa, Thailand",City,2020,10.3
"Kathu, Thailand",City,2020,11.8
"Little Waldingfield, United Kingdom",City,2020,9.6
"Weymouth, United Kingdom",City,2020,10.9
"Montgomery, USA",City,2020,13.3
"Nogales, USA",City,2020,10.0
"Little Rock, USA",City,2020,9.1
"Coto De Caza, USA",City,2020,10.9
"Del Mar, USA",City,2020,11.9
"Irvine, USA",City,2020,12.4
"Mountain House, USA",City,2020,15.3
"Solana Beach, USA",City,2020,12.6
"Rangely, USA",City,2020,9.1
"Wilmington, USA",City,2020,8.1
"Dahlonega, USA",City,2020,8.6
"Pinehurst, USA",City,2020,11.8
"Saint Maries, USA",City,2020,11.5
"Allen Park, USA",City,2020,8.7
"Frenchtown, USA",City,2020,8.8
"Moore, USA",City,2020,9.8
"Grants Pass, USA",City,2020,12.7
"Burgettstown, USA",City,2020,8.1
"Cypress, USA",City,2020,10.7
"Georgetown, USA",City,2020,11.225
"Leon Valley, USA",City,2020,10.9
"Henefer, USA",City,2020,8.1
"Kaysville, USA",City,2020,8.8
"Stansbury park, USA",City,2020,10.9
"West Valley City, USA",City,2020,8.9
"Cheney, USA",City,2020,11.2
"Schondorf, Austria",City,2020,9.9
"Veurne, Belgium",City,2020,9.8
"Mostar, Bosnia Herzegovina",City,2020,10.8
"Passy, France",City,2020,10.9
"Reims, France",City,2020,10.0
"Campagne-les-Boulonnais, France",City,2020,9.1
"Arzberg, Germany",City,2020,10.6
"Coburg, Germany",City,2020,10.3
"Eberswalde, Germany",City,2020,10.4
"Schwedt/Oder, Germany",City,2020,9.9
"Essen, Germany",City,2020,9.6
"Mulheim, Germany",City,2020,10.8
"Ludwigshafen am Rhein, Germany",City,2020,10.1
"Dresden, Germany",City,2020,10.3
"Materdomini, Italy",City,2020,10.8
"Kitakyushu, Japan",City,2020,12.6
"Nogata, Japan",City,2020,12.2
"Yawata, Japan",City,2020,11.5
"Gyoda, Japan",City,2020,11.0
"Hanyu, Japan",City,2020,10.9
"Keningau, Malaysia",City,2020,10.1
"Schiedam, Netherlands",City,2020,10.6
"Tokoroa, New Zealand",City,2020,10.8
"Ostroda, Poland",City,2020,11.7
"Ban Ko Kaeo, Thailand",City,2020,10.8
"Kirsehir, Turkey",City,2020,10.2
"Crowborough, United Kingdom",City,2020,10.8
"Norwich, United Kingdom",City,2020,9.0
"Calexico, USA",City,2020,13.9
"Channel Islands Beach, USA",City,2020,10.8
"Sutter Creek, USA",City,2020,14.1
"Willits, USA",City,2020,15.9
"Lansing, USA",City,2020,8.559999999999999
"Lexington, USA",City,2020,7.9
"Broussard, USA",City,2020,10.8
"Grand Rapids, USA",City,2020,9.2
"Elizabeth, USA",City,2020,9.6
"Bethel, USA",City,2020,10.8
"Edmond, USA",City,2020,10.0
"Warm Ekurhuleni, USA",City,2020,10.8
"Gunter, USA",City,2020,10.8
"Murray, USA",City,2020,9.3
"Chevy Chase, USA",City,2020,10.8
"Shannondale, USA",City,2020,10.8
"Waukesha, USA",City,2020,9.1
"Antofagasta, Chile",City,2020,9.4
"Tocopilla, Chile",City,2020,10.7
"Budejovice, Czech Republic",City,2020,11.0
"Ternay, France",City,2020,9.0
"Valence, France",City,2020,10.0
"Vitry-Sur-Seine, France",City,2020,10.1
"Mannheim, Germany",City,2020,10.3
"Ansbach, Germany",City,2020,10.9
"Wismar, Germany",City,2020,10.2
"Rhein-Erft-Kreis, Germany",City,2020,10.6
"Mainz, Germany",City,2020,10.4
"Goerlitz, Germany",City,2020,10.3
"Erfurt, Germany",City,2020,9.0
"Monopoli, Italy",City,2020,10.7
"Polla, Italy",City,2020,10.7
"Otake, Japan",City,2020,10.9
"Takasago, Japan",City,2020,11.6
"Shimabara, Japan",City,2020,12.4
"Kurashiki, Japan",City,2020,12.1
"Miyoshi, Japan",City,2020,10.34
"Naruto, Japan",City,2020,11.3
"Kudamatsu, Japan",City,2020,11.4
"Ciudad del Carmen, Mexico",City,2020,10.7
"Ossendrecht, Netherlands",City,2020,10.7
"Bournemouth, United Kingdom",City,2020,9.9
"Cambridge, United Kingdom",City,2020,9.3
"Cheltenham, United Kingdom",City,2020,10.7
"Shenley, United Kingdom",City,2020,10.0
"Alpine, USA",City,2020,7.7
"Covelo, USA",City,2020,15.7
"Orange, USA",City,2020,10.2
"Rolling Hills Estates, USA",City,2020,12.4
"San Joaquin, USA",City,2020,10.7
"San Juan Capistrano, USA",City,2020,12.1
"Willows, USA",City,2020,15.3
"Winters, USA",City,2020,17.6
"Oxford, USA",City,2020,12.35
"Boise, USA",City,2020,9.3
"Bonners Ferry, USA",City,2020,10.7
"Normal, USA",City,2020,8.7
"Mount Vernon, USA",City,2020,9.8
"Westlake, USA",City,2020,10.6
"Chester, USA",City,2020,9.7
"Niles, USA",City,2020,9.3
"University City, USA",City,2020,10.7
"Bethel Park, USA",City,2020,9.1
"Spring Garden Township, USA",City,2020,9.3
"Austin, USA",City,2020,9.3
"Midvale, USA",City,2020,9.1
"Paradise, USA",City,2020,8.4
"Tremonton, USA",City,2020,9.0
"Wausau, USA",City,2020,8.4
"Thanh Pho Ha Long, Vietnam",City,2020,22.2
"Mons, Belgium",City,2020,7.9
"Camrose, Canada",City,2020,10.6
"Whitecourt, Canada",City,2020,10.6
"Laval, Canada",City,2020,10.1
"Kamenny Ujezd, Czech Republic",City,2020,11.5
"Chambery, France",City,2020,8.7
"Datteln, Germany",City,2020,8.6
"Greiz, Germany",City,2020,9.7
"Cirebon, Indonesia",City,2020,10.6
"Grumento Nova, Italy",City,2020,10.6
"Mammola, Italy",City,2020,10.6
"Kiryu, Japan",City,2020,11.6
"Ureshino, Japan",City,2020,11.7
"Hasuda, Japan",City,2020,11.1
"Miyashiro, Japan",City,2020,11.4
"Aqtobe, Kazakhstan",City,2020,10.6
"Kerteh, Malaysia",City,2020,8.8
"Rotterdam Noord, Netherlands",City,2020,10.2
"Durango, Spain",City,2020,6.9
"Valladolid, Spain",City,2020,9.7
"Lucerne, Switzerland",City,2020,9.4
"Betong, Thailand",City,2020,10.6
"Davis, USA",City,2020,15.1
"Encinitas, USA",City,2020,12.2
"Lone Pine, USA",City,2020,7.8
"Silverton, USA",City,2020,16.7
"Wilder, USA",City,2020,10.6
"Frederick, USA",City,2020,10.6
"Pittsford, USA",City,2020,10.6
"Huntersville, USA",City,2020,10.4
"Dayton, USA",City,2020,10.4
"Springfield, USA",City,2020,7.7
"East Greenville, USA",City,2020,10.6
"Mechanicsville, USA",City,2020,9.8
"Purcellville, USA",City,2020,9.5
"Clarkston, USA",City,2020,10.033333333333333
"Danbury, USA",City,2020,7.5
"Durnrohr, Austria",City,2020,9.6
"Otterburn Park, Canada",City,2020,10.5
"Indian Head, Canada",City,2020,10.5
"Genhe, China",City,2020,10.5
"Sedlec, Czech Republic",City,2020,10.3
"Lunéville, France",City,2020,10.2
"Nancy, France",City,2020,9.5
"Saint-Martin-Boulogne, France",City,2020,10.5
"Avignon, France",City,2020,10.3
"Friedrichshafen, Germany",City,2020,9.7
"Wurzburg, Germany",City,2020,9.8
"Frankfurt am Main, Germany",City,2020,9.8
"Ostwestfalen, Germany",City,2020,11.6
"Wesel, Germany",City,2020,12.299999999999999
"Halle (Saale), Germany",City,2020,10.7
"Kasugai, Japan",City,2020,10.2
"Chikushino, Japan",City,2020,10.5
"Kanda, Japan",City,2020,13.3
"Kakogawa, Japan",City,2020,11.3
"Odawara, Japan",City,2020,10.1
"Kochi, Japan",City,2020,11.0
"Hitoyoshi, Japan",City,2020,10.5
"Miyazaki, Japan",City,2020,10.9
"Matsuura, Japan",City,2020,11.8
"Kazo, Japan",City,2020,10.5
"Okitsunakacho, Japan",City,2020,10.5
"Kitajima, Japan",City,2020,11.7
